id,group_tag,print_tag,image_tag1,image_tag2,vision_capture,humidity,temperature,print_speed,layer_width,layer_height,nozzle_height
20,User_20250521-121138_SSE,20250521-121138_p1,None,None,c_20250521-121138.jpg,29.4,20.1,100.0,0.0,0.0,21.0
21,User_20250521-121138_SSE,20250521-121148_p2,None,None,c_20250521-121148.jpg,29.4,20.2,100.0,0.0,0.0,21.0
22,User_20250521-121138_SSE,20250521-121158_p3,None,None,c_20250521-121158.jpg,29.2,20.1,100.0,22.681159420289855,34.78260869565217,21.0
23,User_20250521-121138_SSE,20250521-121209_p4,None,None,c_20250521-121209.jpg,29.3,20.1,100.0,33.26086956521739,19.63768115942029,21.0
24,User_20250521-121138_SSE,20250521-121223_p5,None,None,c_20250521-121223.jpg,29.3,20.1,100.0,46.3768115942029,34.78260869565217,21.0
25,User_20250521-121138_SSE,20250521-121234_p6,None,None,c_20250521-121234.jpg,29.2,20.2,100.0,19.34782608695652,28.768115942028984,21.0
26,User_20250521-121138_SSE,20250521-121245_p7,None,None,c_20250521-121245.jpg,29.4,20.2,100.0,46.3768115942029,29.42028985507246,21.0
27,User_20250521-121138_SSE,20250521-121255_p8,None,None,c_20250521-121255.jpg,29.4,20.2,100.0,46.3768115942029,32.10144927536232,22.0
28,User_20250521-121138_SSE,20250521-121306_p9,None,None,c_20250521-121306.jpg,29.5,20.2,100.0,46.3768115942029,31.08695652173913,21.0
29,User_20250521-121138_SSE,20250521-121317_p10,None,None,c_20250521-121317.jpg,29.4,20.2,100.0,46.3768115942029,32.17391304347826,21.0
30,User_20250521-121138_SSE,20250521-121328_p11,None,None,c_20250521-121328.jpg,29.2,20.2,100.0,46.3768115942029,32.10144927536232,22.0
31,User_20250521-121138_SSE,20250521-121339_p12,None,None,c_20250521-121339.jpg,29.4,20.2,100.0,46.3768115942029,33.33333333333333,22.0
32,User_20250521-121138_SSE,20250521-121349_p13,None,None,c_20250521-121349.jpg,29.4,20.2,100.0,46.3768115942029,34.78260869565217,22.0
33,User_20250521-121138_SSE,20250521-121400_p14,None,None,c_20250521-121400.jpg,29.4,20.2,100.0,46.3768115942029,34.78260869565217,22.0
34,User_20250521-121138_SSE,20250521-121411_p15,None,None,c_20250521-121411.jpg,29.4,20.2,100.0,46.3768115942029,34.78260869565217,23.0
35,User_20250521-121138_SSE,20250521-121424_p16,None,None,c_20250521-121424.jpg,29.2,20.2,100.0,46.3768115942029,32.463768115942024,23.0
36,User_20250521-121138_SSE,20250521-121434_p17,None,None,c_20250521-121434.jpg,29.3,20.2,100.0,46.3768115942029,31.52173913043478,23.0
37,User_20250521-121138_SSE,20250521-121445_p18,None,None,c_20250521-121445.jpg,29.2,20.2,100.0,46.3768115942029,30.652173913043477,22.0
