x,y,z,current_height,timestamp
-60.00009155,-56.75996017,-23.00042725,5,1758847080
-60.00006104,-35.95999146,-23.00042725,4,1758847082
-60.00012207,-15.23998642,-23.00030518,4,1758847084
-60.00012207,-0.049784422,-23.00042725,5,1758847086
-99.99992371,4.53E-06,-11.5,4,1759003621
-86.99992371,1.48E-05,-11.49993896,5,1759003623
-66.13845825,-1.93E-05,-11.5,4,1759003626
-59.99987793,0.54345274,-11.49993896,4,1759003628
-60,18.60001183,-11.50006104,4,1759003630
-59.99993896,39.63999557,-11.49993896,4,1759003632
-59.99993896,60.44006348,-11.49993896,4,1759003634
-60,81.40000916,-11.5,4,1759003636
-60.00003052,102.0400085,-11.5,4,1759003638
-59.99996948,123.0000763,-11.5,3,1759003640
-59.99993896,143.8000336,-11.5,3,1759003642
-60,164.6000061,-11.5,3,1759003644
-60,185.3999786,-11.5,3,1759003646
-59.99993896,206.440094,-11.49993896,3,1759003648
-59.99996948,227.2400513,-11.5,3,1759003651
-60.00006104,278.8400879,-11.5,4,1759003656
-60,299.4000854,-11.5,4,1759003658
-60,320.0401306,-11.5,3,1759003660
-60.00006104,340.6800842,-11.5,3,1759003662
-60,361.7200928,-11.49993896,3,1759003664
-60,382.440094,-11.49987793,3,1759003666
-60.00006104,433.5600891,-11.49993896,4,1759003671
-60.00006104,454.2001343,-11.49993896,4,1759003673
-60.00003052,475.0800476,-11.5,4,1759003675
-60.00006104,495.5016479,-11.5,3,1759003677
-58.62011719,500.0000916,-11.49993896,3,1759003679
-39.07998657,500.0000305,-11.49993896,3,1759003682
12.27996826,500.0001526,-11.49993896,4,1759003687
33.07995605,500.0000305,-11.5,4,1759003689
53.80007935,500.0001221,-11.49993896,4,1759003691
74.44009399,500,-11.5,3,1759003693
95.35925293,500.000061,-11.5,3,1759003695
99.99993896,498.808197,-11.5,3,1759003697
99.99996948,479.5601196,-11.49993896,4,1759003699
100,458.7601929,-11.49993896,4,1759003701
99.99993896,437.6400452,-11.49993896,4,1759003703
100.000061,416.7600403,-11.49993896,5,1759003705
100.0000305,396.0401306,-11.5,5,1759003708
100.0000305,344.4400635,-11.5,4,1759003713
100,323.8000793,-11.50006104,4,1759003715
100,302.8400574,-11.50006104,4,1759003717
100.0000916,281.7200317,-11.50006104,5,1759003719
100.000061,230.4400177,-11.50012207,3,1759003724
100.0000305,209.3200226,-11.5,4,1759003726
100,188.5200348,-11.49993896,4,1759003728
100.0000305,168.0400085,-11.5,4,1759003730
100.000061,147.0800323,-11.5,4,1759003732
100.0000305,126.1200485,-11.5,5,1759003735
100.0000305,105.2399826,-11.5,5,1759003737
100.000061,83.72000122,-11.50006104,5,1759003739
100.0001526,62.76005554,-11.50006104,4,1759003741
100.000061,42.04005051,-11.50006104,5,1759003743
100.0000916,20.99999619,-11.50006104,5,1759003745
100.0000305,-0.279974937,-11.50006104,5,1759003747
100.000061,-21.31999397,-11.50006104,5,1759003749
100.0001221,-42.28001404,-11.49993896,5,1759003751
100.000061,-63.47998047,-11.5,5,1759003753
100.0000305,-84.35997772,-11.49993896,6,1759003756
100.0000305,-105.0799866,-11.49987793,5,1759003758
100,-156.8400421,-11.50012207,3,1759003763
99.99996948,-177.559967,-11.50006104,4,1759003765
100.0000305,-198.5200043,-11.50006104,4,1759003767
100.0000305,-219.3200531,-11.50006104,4,1759003769
100.0000305,-239.8799744,-11.50006104,4,1759003771
100,-260.8399963,-11.50006104,3,1759003773
100.0000305,-281.4000244,-11.5,4,1759003775
100,-302.3600159,-11.5,3,1759003777
100.000061,-323.480011,-11.5,4,1759003779
100,-344.4400635,-11.5,4,1759003782
100.0000305,-365.1600037,-11.5,3,1759003784
99.99996948,-386.2800598,-11.5,3,1759003786
100.0000305,-407.3200073,-11.5,4,1759003788
100,-427.8000488,-11.50006104,4,1759003790
100.0000305,-448.8399963,-11.50006104,3,1759003792
100.000061,-469.5599976,-11.50006104,4,1759003794
99.99993896,-490.52005,-11.50006104,3,1759003796
99.9402771,-500.0001526,-11.50006104,3,1759003798
84.12005615,-500.0001221,-11.5,4,1759003800
63.24002075,-500.000061,-11.50006104,2,1759003802
42.12005615,-500.0000916,-11.49993896,4,1759003805
21.55993652,-499.9999695,-11.5,5,1759003807
0.839996338,-500.0000305,-11.49993896,5,1759003809
-20.04006958,-500.000061,-11.5,4,1759003811
-41.07998657,-500,-11.5,5,1759003813
-59.38531494,-500,-11.49993896,5,1759003815
-59.99996948,-493.6278381,-11.5,6,1759003817
-60.00006104,-472.5201111,-11.5,5,1759003819
-60,-451.3200378,-11.50006104,5,1759003821
-60,-430.3599854,-11.5,6,1759003823
-60.00003052,-409.480072,-11.5,6,1759003826
-60,-357.8800964,-11.5,3,1759003831
-60.00006104,-336.8400269,-11.5,3,1759003833
-60,-316.1200562,-11.49993896,3,1759003835
-59.99996948,-294.920105,-11.50006104,4,1759003837
-60,-273.6400146,-11.5,3,1759003839
-59.99993896,-252.7600861,-11.5,3,1759003841
-59.99996948,-231.7200317,-11.49993896,3,1759003843
-59.99990845,-211.2400665,-11.5,3,1759003845
-60,-190.2800293,-11.50006104,3,1759003847
-59.99996948,-169.5600739,-11.5,3,1759003850
-60,-148.3600311,-11.50006104,3,1759003852
-59.99996948,-127.640007,-11.50006104,3,1759003854
-59.99993896,-106.6800232,-11.49993896,3,1759003856
-59.99993896,-85.8800354,-11.49993896,3,1759003858
-59.99996948,-64.99999237,-11.49993896,2,1759003860
-60,-44.51999283,-11.49993896,3,1759003862
-60,-23.7999897,-11.5,3,1759003864
-60.00003052,-3.299779177,-11.5,3,1759003866
-59.99993896,9.30E-06,-11.5,3,1759003868
-99.99922180175781,-1.6927719116210938e-05,-19.0,4,1760485328.9341555
-99.99998474121094,4.5299530029296875e-06,-11.5,4,1760979347.4124687
-60.000030517578125,0.12423181533813477,-11.5,4,1760979349.501936
-60.000030517578125,283.5462646484375,-11.5,3,1760979351.5648954
-60.000030517578125,499.9999084472656,-11.5,4,1760979353.6148677
98.1978759765625,500.00006103515625,-11.50006103515625,4,1760979355.7214587
-100.00001525878906,3.0994415283203125e-06,-19.0,4,1760980027.6075084
-90.58357238769531,12.55520248413086,-18.99993896484375,4,1760980029.6997736
-75.43675231933594,32.75101089477539,-19.0,4,1760980031.8120909
-60.289947509765625,52.94682312011719,-18.99993896484375,4,1760980033.9205928
-45.027862548828125,73.29621124267578,-19.0,3,1760980036.038933
-29.76580810546875,93.64561462402344,-18.99993896484375,3,1760980038.1343393
-14.734130859375,113.6878433227539,-19.0,3,1760980040.2498267
0.585479736328125,134.114013671875,-19.0,3,1760980042.3498135
37.32965087890625,183.10609436035156,-19.0,4,1760980047.4745936
52.361236572265625,203.1483612060547,-19.0,3,1760980049.5465415
67.04733276367188,222.7298583984375,-18.99993896484375,3,1760980051.586821
104.0794677734375,272.1059875488281,-19.0,4,1760980056.7452154
119.22634887695312,292.30181884765625,-19.00006103515625,3,1760980058.83157
156.14321899414062,341.52435302734375,-19.0,4,1760980063.9724438
171.00210571289062,361.3361511230469,-19.0,3,1760980066.035887
185.9185791015625,381.22479248046875,-19.0,2,1760980068.1206262
199.401611328125,399.2021484375,-19.0,3,1760980070.2174776
199.99993896484375,393.2793273925781,-19.0001220703125,3,1760980072.307612
200.0,368.5625305175781,-19.0,2,1760980074.367772
199.99993896484375,343.4125671386719,-18.99993896484375,3,1760980076.4773507
200.0,318.7425231933594,-18.99993896484375,4,1760980078.5195723
200.0,294.16845703125,-19.0,4,1760980080.5820386
200.0,269.21044921875,-19.0,4,1760980082.6725097
200.0,244.1564483642578,-19.00006103515625,5,1760980084.735428
199.99993896484375,219.29444885253906,-19.00006103515625,5,1760980086.8259873
200.0,194.14443969726562,-19.00006103515625,5,1760980088.9042084
200.00006103515625,132.61343383789062,-19.0001220703125,4,1760980094.0520952
199.99993896484375,107.4633560180664,-19.0,4,1760980096.1436794
200.0,82.12139129638672,-19.00006103515625,5,1760980098.2553525
199.99993896484375,57.06743621826172,-18.99993896484375,4,1760980100.3272753
200.0,31.917470932006836,-19.0,5,1760980102.4456184
200.00006103515625,7.151419162750244,-19.0,5,1760980104.4952219
199.99993896484375,-18.1905574798584,-19.0,5,1760980106.6153097
200.00006103515625,-43.24454879760742,-19.0001220703125,5,1760980108.7047756
200.0,-68.20256042480469,-19.00006103515625,5,1760980110.7915893
200.0,-130.02162170410156,-19.00006103515625,3,1760980115.9218183
200.0001220703125,-154.97967529296875,-19.0,3,1760980118.0273654
200.0,-179.93765258789062,-19.0,4,1760980120.092513
200.0,-204.70361328125,-18.99993896484375,4,1760980122.1422317
200.00006103515625,-229.27767944335938,-19.0,4,1760980124.2091682
200.00006103515625,-254.1397247314453,-19.0,4,1760980126.266642
200.00006103515625,-279.2896423339844,-19.00006103515625,4,1760980128.3867924
200.00006103515625,-304.5356750488281,-19.00006103515625,4,1760980130.4842772
200.0,-329.8775329589844,-19.00006103515625,4,1760980132.5758212
200.00006103515625,-354.8356018066406,-19.0001220703125,4,1760980134.6547236
200.0,-379.98565673828125,-19.0,4,1760980136.74945
200.00006103515625,-399.78558349609375,-19.0,3,1760980138.8243086
-99.99992370605469,7.700920104980469e-05,-20.50006103515625,4,1760980430.0215697
-91.86407470703125,10.847993850708008,-20.50006103515625,4,1760980432.11936
-79.52806091308594,27.296018600463867,-20.50006103515625,4,1760980434.1805665
-67.09600830078125,43.87200927734375,-20.50006103515625,3,1760980436.263318
-54.52001953125,60.64002227783203,-20.50006103515625,3,1760980438.3615263
-42.0400390625,77.2800064086914,-20.50006103515625,3,1760980440.44734
-29.6080322265625,93.85599517822266,-20.50006103515625,3,1760980442.5096292
1.44793701171875,135.26393127441406,-20.50006103515625,4,1760980447.674288
13.927978515625,151.9039764404297,-20.5001220703125,4,1760980449.7536788
26.407989501953125,168.54405212402344,-20.5,4,1760980451.8464692
38.743988037109375,184.99203491210938,-20.50006103515625,4,1760980453.8889139
51.3199462890625,201.76002502441406,-20.50006103515625,3,1760980456.0033412
63.70391845703125,218.27198791503906,-20.50006103515625,2,1760980458.060547
94.51995849609375,259.3600158691406,-20.50006103515625,4,1760980463.2022402
107.09591674804688,276.12799072265625,-20.5001220703125,3,1760980465.3033628
119.52801513671875,292.7040100097656,-20.50018310546875,3,1760980467.3511057
150.34396362304688,333.7919921875,-20.50006103515625,3,1760980472.489047
162.87197875976562,350.49603271484375,-20.50006103515625,3,1760980474.6050084
193.54400634765625,391.39202880859375,-20.50018310546875,4,1760980479.702555
200.0,399.999267578125,-20.5001220703125,4,1760980481.7896016
199.99993896484375,386.7601013183594,-20.5001220703125,4,1760980483.8451698
200.0,365.5600280761719,-20.50006103515625,4,1760980485.9547832
200.0,344.760009765625,-20.50006103515625,5,1760980488.036035
199.99993896484375,324.0400390625,-20.50006103515625,5,1760980490.1293066
200.0,303.1600341796875,-20.50006103515625,5,1760980492.210081
199.99993896484375,282.4399719238281,-20.50006103515625,6,1760980494.2648604
200.0,261.8800354003906,-20.5001220703125,6,1760980496.3194952
200.0,210.52000427246094,-20.5001220703125,4,1760980501.4566317
200.0,189.63998413085938,-20.5001220703125,5,1760980503.5464478
200.0,168.9199676513672,-20.5001220703125,5,1760980505.6178854
200.0,148.20004272460938,-20.5001220703125,5,1760980507.706564
200.0,96.43999481201172,-20.50006103515625,4,1760980512.8681083
200.00006103515625,75.39998626708984,-20.5,4,1760980514.971277
200.0,54.680015563964844,-20.50006103515625,4,1760980517.0462825
199.99993896484375,34.03999328613281,-20.50006103515625,4,1760980519.105863
200.00006103515625,13.079977035522461,-20.5001220703125,5,1760980521.227829
200.0,-7.959993839263916,-20.50018310546875,5,1760980523.3063495
200.0,-28.840015411376953,-20.5001220703125,5,1760980525.4157276
200.0,-50.040016174316406,-20.50018310546875,5,1760980527.5400453
200.0,-71.24002075195312,-20.5001220703125,5,1760980529.6314607
200.00006103515625,-92.0400161743164,-20.50006103515625,5,1760980531.7127306
200.00006103515625,-113.00003814697266,-20.50006103515625,5,1760980533.808618
200.00006103515625,-164.52001953125,-20.50006103515625,3,1760980538.9801176
200.0,-185.72007751464844,-20.5,3,1760980541.1027284
199.99993896484375,-206.84002685546875,-20.50006103515625,3,1760980543.219003
200.00006103515625,-227.80001831054688,-20.50006103515625,3,1760980545.2924557
200.0,-248.60000610351562,-20.50006103515625,4,1760980547.3701901
200.00006103515625,-269.55999755859375,-20.5001220703125,4,1760980549.4796276
200.0,-290.35992431640625,-20.50018310546875,4,1760980551.544225
200.0,-310.9200439453125,-20.50006103515625,3,1760980553.6021826
200.0,-331.8000183105469,-20.50018310546875,4,1760980555.7115393
200.0,-352.5999755859375,-20.5001220703125,4,1760980557.7754679
200.0,-373.4800109863281,-20.5001220703125,3,1760980559.8816726
200.0001220703125,-394.3229064941406,-20.50018310546875,3,1760980561.9474564
-99.99989318847656,7.534027099609375e-05,-21.00006103515625,4,1760980758.6986647
-91.86395263671875,10.847986221313477,-21.00006103515625,4,1760980760.8078568
-79.33604431152344,27.551990509033203,-21.00006103515625,4,1760980762.883021
-67.00007629394531,43.999961853027344,-21.00006103515625,3,1760980764.9621875
-54.4720458984375,60.70398712158203,-21.00006103515625,3,1760980767.047794
-41.800018310546875,77.60002136230469,-21.00006103515625,4,1760980769.1646416
-29.08001708984375,94.55997467041016,-21.0001220703125,3,1760980771.2615583
-16.744049072265625,111.00800323486328,-21.0001220703125,3,1760980773.3364222
-4.072052001953125,127.90398406982422,-21.00006103515625,3,1760980775.4296045
26.599945068359375,168.79998779296875,-21.0001220703125,4,1760980780.541838
38.88800048828125,185.1840057373047,-21.00006103515625,4,1760980782.5820007
51.224029541015625,201.63201904296875,-21.0001220703125,3,1760980784.6638436
63.847991943359375,218.4640350341797,-21.0,3,1760980786.757677
94.71197509765625,259.61602783203125,-21.0001220703125,4,1760980791.894232
107.33590698242188,276.4480285644531,-21.00018310546875,3,1760980793.9917898
119.7679443359375,293.0240478515625,-21.0001220703125,3,1760980796.0667386
150.77593994140625,334.36798095703125,-21.00006103515625,4,1760980801.2385201
163.30392456054688,351.0720520019531,-21.00006103515625,2,1760980803.3354998
175.9759521484375,367.9679870605469,-21.00006103515625,3,1760980805.4384441
200.0,399.9763488769531,-21.0001220703125,4,1760980810.5990345
199.9998779296875,384.8399658203125,-21.0001220703125,4,1760980812.6968248
200.0,363.800048828125,-21.00006103515625,4,1760980814.824515
199.99993896484375,342.9200134277344,-21.0,5,1760980816.8871748
200.0,321.96002197265625,-21.00006103515625,5,1760980819.0055928
200.0,300.8399963378906,-21.00006103515625,5,1760980821.1136856
199.99993896484375,279.6400451660156,-21.00006103515625,6,1760980823.2193348
200.0,228.20001220703125,-21.0001220703125,5,1760980828.376199
200.0,207.16001892089844,-21.00018310546875,5,1760980830.469623
200.0,186.43995666503906,-21.00018310546875,5,1760980832.5595214
200.0,135.00001525878906,-21.0001220703125,4,1760980837.6963112
200.0,114.19998168945312,-21.00006103515625,4,1760980839.7775266
200.00006103515625,93.08001708984375,-21.00006103515625,4,1760980841.8743849
200.0,72.51997375488281,-21.0001220703125,4,1760980843.9321616
200.0,51.72002029418945,-21.00006103515625,4,1760980846.0079951
199.99993896484375,30.999990463256836,-21.00006103515625,4,1760980848.0918155
200.00006103515625,9.960023880004883,-21.0,5,1760980850.1845365
199.99993896484375,-10.840014457702637,-21.0001220703125,5,1760980852.2748268
200.0,-31.96001434326172,-21.00018310546875,5,1760980854.3938158
200.00006103515625,-52.839962005615234,-21.0001220703125,5,1760980856.4870775
199.99993896484375,-73.72003173828125,-21.0001220703125,5,1760980858.5554273
200.0,-94.43998718261719,-21.0001220703125,5,1760980860.6399536
200.0,-115.32000732421875,-21.0001220703125,5,1760980862.7271042
200.0,-167.16004943847656,-21.00006103515625,3,1760980867.9003406
200.0,-188.0400390625,-21.00006103515625,3,1760980869.9875667
200.00006103515625,-208.76002502441406,-21.0001220703125,4,1760980872.0569549
200.00006103515625,-229.1599884033203,-21.00006103515625,4,1760980874.10072
199.99993896484375,-249.88003540039062,-21.0001220703125,4,1760980876.17435
200.0,-270.67999267578125,-21.00006103515625,4,1760980878.24823
200.00006103515625,-291.3200378417969,-21.00018310546875,4,1760980880.3267417
200.0,-312.0400695800781,-21.0001220703125,4,1760980882.3904085
200.0,-333.0,-21.0001220703125,4,1760980884.5054357
200.00006103515625,-354.1199951171875,-21.00018310546875,4,1760980886.6143017
200.00006103515625,-375.08001708984375,-21.0001220703125,4,1760980888.6874382
200.00006103515625,-395.7120361328125,-21.0,4,1760980890.792309
-99.99978637695312,0.0003082752227783203,-22.49993896484375,4,1760981145.203937
-83.82403564453125,21.567983627319336,-22.5,3,1760981147.329579
-58.672027587890625,55.10396957397461,-22.50006103515625,3,1760981149.426339
-33.904052734375,88.12803649902344,-22.5,3,1760981151.4766154
28.0159912109375,170.68798828125,-22.50006103515625,4,1760981156.6374698
89.83990478515625,253.12002563476562,-22.50006103515625,4,1760981161.7830427
114.89593505859375,286.5280456542969,-22.50006103515625,2,1760981163.8648274
176.71990966796875,368.96002197265625,-22.5,3,1760981169.0167735
200.0,350.3200988769531,-22.5,5,1760981175.1590903
200.00006103515625,248.24000549316406,-22.50006103515625,5,1760981180.284616
199.99993896484375,206.47998046875,-22.50006103515625,5,1760981182.3490262
199.99993896484375,102.6400146484375,-22.5,4,1760981187.565235
200.0,60.55997848510742,-22.50006103515625,5,1760981189.6420317
200.0,19.11997413635254,-22.5,5,1760981191.7406764
199.99993896484375,-22.799985885620117,-22.50006103515625,5,1760981193.8218932
199.99993896484375,-64.7199935913086,-22.5001220703125,6,1760981195.9208913
200.00006103515625,-106.16004180908203,-22.50006103515625,6,1760981197.9947293
200.00006103515625,-209.52001953125,-22.5,4,1760981203.1468964
199.99993896484375,-251.28005981445312,-22.5,4,1760981205.233271
200.00006103515625,-292.7199401855469,-22.50006103515625,4,1760981207.3120506
200.00006103515625,-334.800048828125,-22.5001220703125,4,1760981209.413203
200.0,-376.72003173828125,-22.50006103515625,4,1760981211.5341313
-100.00001525878906,1.1682510375976562e-05,-23.49993896484375,4,1761006482.3329935
-77.46780395507812,11.266084671020508,-23.49993896484375,4,1761006484.4000685
-40.27178955078125,29.86408042907715,-23.49993896484375,4,1761006486.4587643
-3.791168212890625,48.104400634765625,-23.5,4,1761006488.5043778
33.404876708984375,66.70240020751953,-23.4998779296875,3,1761006490.5848424
100.0,99.08629608154297,-23.4998779296875,4,1761006495.740142
100.00006103515625,62.96000671386719,-23.4998779296875,4,1761006497.8472993
100.0,21.360010147094727,-23.50006103515625,4,1761006499.9112322
99.99996948242188,-1.6450881958007812e-05,-23.48992919921875,4,1761006501.995317
-99.99996948242188,-9.298324584960938e-06,-48.50006103515625,4,1761006710.6024423
-84.40005493164062,20.799962997436523,-48.5001220703125,4,1761006712.7072415
-58.864013671875,54.84798812866211,-48.50006103515625,3,1761006714.8301558
-33.7120361328125,88.38395690917969,-48.50006103515625,3,1761006716.9253924
-8.368011474609375,122.17604064941406,-48.50006103515625,3,1761006719.042595
53.74395751953125,204.9919891357422,-48.5001220703125,4,1761006724.1951778
79.1839599609375,238.91195678710938,-48.50006103515625,3,1761006726.315434
140.62399291992188,320.83203125,-48.50006103515625,3,1761006731.4580505
199.40118408203125,399.20172119140625,-48.50006103515625,3,1761006736.6289413
200.00006103515625,387.5677490234375,-48.5001220703125,3,1761006738.7074442
200.0,345.3600158691406,-48.5,4,1761006740.8089244
200.00006103515625,304.8763732910156,-48.50006103515625,5,1761006742.895671
-99.99998474121094,-2.5987625122070312e-05,-18.49993896484375,15,1761090041.12875
200.0,-7.152557373046875e-06,-6.103515625e-05,25,1761090055.3660767
200.0,-7.152557373046875e-06,-6.103515625e-05,23,1761090070.5570688
-100.00004577636719,1.2874603271484375e-05,-19.50006103515625,14,1761090212.9493115
200.0,-7.152557373046875e-06,-6.103515625e-05,25,1761090227.0859919
-100.00004577636719,1.2874603271484375e-05,-19.50006103515625,14,1761090301.1060781
200.0,-7.152557373046875e-06,-6.103515625e-05,25,1761090314.300131
-99.99996948242188,-3.6716461181640625e-05,-4.0,14,1761092919.4665058
80.64352416992188,-2.1457672119140625e-06,-4.0,12,1761092921.535179
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092928.6891372
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092930.811746
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092932.9243684
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092934.9712098
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092937.059897
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092939.1583927
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092941.2441308
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092943.3472114
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092945.4465635
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092947.5367243
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092949.6369286
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092951.7192292
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092953.8213549
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092955.9261088
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092958.0145457
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092960.0595021
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092962.1899233
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092964.2371123
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092966.3297126
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092968.4129698
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092970.4917583
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092972.5983906
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092974.6710348
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092976.7272758
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092978.840814
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092980.8974583
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092983.012093
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092985.0815268
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092987.157134
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092989.2196245
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092991.3192647
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092993.3992217
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092995.444615
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092997.549722
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761092999.6198554
200.00006103515625,-3.266334533691406e-05,-4.0,14,1761093001.7101667
