x,y,z,current_height,layer_height,print_speed,timestamp
99.99990844726562,499.9999694824219,-38.5,3,4,8,1762993962.8535771
99.9998779296875,464.7039794921875,-38.50006103515625,5,4,8,1762993968.042358
99.99978637695312,423.42401123046875,-38.5,4,4,8,1762993973.246057
99.99996948242188,406.3999938964844,-38.5,4,4,8,1762993975.333709
99.99993896484375,389.6319885253906,-38.5,4,4,8,1762993977.4656706
99.99993896484375,372.5439758300781,-38.5,5,4,8,1762993979.5732386
99.9998779296875,355.64794921875,-38.5,5,4,8,1762993981.6864
99.99990844726562,338.6239929199219,-38.5,5,4,8,1762993983.8418398
99.99990844726562,321.5360107421875,-38.50006103515625,5,4,8,1762993985.946368
99.99990844726562,280.19207763671875,-38.50006103515625,4,4,8,1762993991.1225126
99.99993896484375,263.29595947265625,-38.50006103515625,4,4,8,1762993993.2243783
99.99990844726562,246.33595275878906,-38.50006103515625,4,4,8,1762993995.3542824
99.99993896484375,229.3760223388672,-38.50006103515625,4,4,8,1762993997.500484
99.99990844726562,212.09597778320312,-38.49993896484375,5,4,8,1762993999.6296692
99.99993896484375,195.32798767089844,-38.49993896484375,5,4,8,1762994001.7320983
99.9998779296875,178.23995971679688,-38.5,5,4,8,1762994003.8879848
99.99990844726562,161.0880126953125,-38.5,5,4,8,1762994006.0239115
99.99990844726562,119.74403381347656,-38.50006103515625,3,4,8,1762994011.1746914
99.99996948242188,103.04006958007812,-38.5,4,4,8,1762994013.2597997
99.99996948242188,86.46408081054688,-38.5,4,4,8,1762994015.3411906
99.99996948242188,69.69599151611328,-38.50006103515625,3,4,8,1762994017.4292612
100.0,52.800025939941406,-38.50006103515625,4,4,8,1762994019.5491853
99.99990844726562,35.968017578125,-38.5001220703125,3,4,8,1762994021.6560092
99.99990844726562,18.880020141601562,-38.50006103515625,4,4,8,1762994023.7717385
99.99990844726562,2.3679986000061035,-38.5001220703125,4,4,8,1762994025.8525887
99.99993896484375,-14.8479585647583,-38.5,4,4,8,1762994028.00399
99.99993896484375,-31.679964065551758,-38.49993896484375,5,4,8,1762994030.1080477
99.99993896484375,-48.51193618774414,-38.5,5,4,8,1762994032.1984606
99.99996948242188,-65.47191619873047,-38.50006103515625,5,4,8,1762994034.356007
99.99990844726562,-82.30394744873047,-38.50006103515625,5,4,8,1762994036.4345343
100.0,-123.77595520019531,-38.5,3,4,8,1762994041.6205084
99.99990844726562,-140.7998809814453,-38.50006103515625,3,4,8,1762994043.7287438
100.00003051757812,-157.5039825439453,-38.5,4,4,8,1762994045.83248
99.99990844726562,-174.39991760253906,-38.50006103515625,3,4,8,1762994047.9479835
99.99996948242188,-191.16798400878906,-38.50006103515625,4,4,8,1762994050.0661066
99.99990844726562,-208.1919403076172,-38.50006103515625,3,4,8,1762994052.1583965
100.0,-225.02394104003906,-38.5,3,4,8,1762994054.2937047
99.99996948242188,-242.04794311523438,-38.5,4,4,8,1762994056.4016747
99.99996948242188,-258.94384765625,-38.49993896484375,4,4,8,1762994058.5127435
99.99990844726562,-275.71185302734375,-38.5,4,4,8,1762994060.6423354
99.99993896484375,-292.7359313964844,-38.5,4,4,8,1762994062.7301316
99.99996948242188,-309.37591552734375,-38.50006103515625,4,4,8,1762994064.838787
100.00003051757812,-326.39990234375,-38.5,3,4,8,1762994066.957987
99.99993896484375,-343.48785400390625,-38.50006103515625,3,4,8,1762994069.106255
100.0,-360.57586669921875,-38.50006103515625,4,4,8,1762994071.2045345
100.0,-377.15191650390625,-38.50006103515625,4,4,8,1762994073.2919028
99.99996948242188,-393.98388671875,-38.5,4,4,8,1762994075.3846006
100.00009155273438,-410.6239318847656,-38.50006103515625,4,4,8,1762994077.4780815
99.99990844726562,-427.3918762207031,-38.5,4,4,8,1762994079.56484
99.99996948242188,-444.22381591796875,-38.50006103515625,3,4,8,1762994081.666159
100.0,-460.79986572265625,-38.5,4,4,8,1762994083.7468286
99.99993896484375,-477.4399719238281,-38.5,4,4,8,1762994085.8204885
99.99990844726562,-494.20703125,-38.5,3,4,8,1762994087.9256222
