x,y,distance,z,current_height,layer_height,print_speed,timestamp
99.99996948,69.70001221,430.300,-10.50012207,10,4,5,1763414495
99.99996948,59.38000488,440.620,-10.50012207,9,4,5,1763414497
99.99996948,49.05999756,450.940,-10.50012207,10,4,5,1763414499
100,38.94002151,461.060,-10.5,10,4,5,1763414501
100.0000305,28.45999908,471.540,-10.50006104,9,4,5,1763414503
100,18.18000984,481.820,-10.50012207,10,4,5,1763414505
99.99993896,7.85999012,492.140,-10.50012207,6,4,5,1763414507
99.99996948,-2.579966545,502.580,-10.50006104,6,4,5,1763414509
99.99996948,-12.82000256,512.820,-10.5,6,4,5,1763414511
100,-23.13995361,523.140,-10.50012207,6,4,5,1763414513
100,-33.53996277,533.540,-10.50012207,6,4,5,1763414516
99.99996948,-43.97997284,543.980,-10.50012207,7,4,5,1763414518
99.99996948,-54.25999451,554.260,-10.50006104,7,4,5,1763414520
99.99993896,-64.49995422,564.500,-10.50006104,6,4,5,1763414522
100,-74.81996918,574.820,-10.50012207,6,4,5,1763414524
100.0000305,-85.13998413,585.140,-10.50006104,7,4,5,1763414526
100.0000305,-95.37998199,595.380,-10.50006104,7,4,5,1763414528
99.99996948,-105.7399597,605.740,-10.50012207,7,4,5,1763414530
99.99993896,-115.9398956,615.940,-10.50012207,7,4,5,1763414532
100,-126.1799698,626.180,-10.50006104,7,4,5,1763414534
100,-136.5399017,636.540,-10.5,8,4,5,1763414536
100,-146.8999329,646.900,-10.50006104,7,4,5,1763414538
100,-157.1399384,657.140,-10.50018311,8,4,5,1763414540
100,-167.4600372,667.460,-10.50006104,7,4,5,1763414542
99.99996948,-177.819931,677.820,-10.50006104,8,4,5,1763414544
100,-188.059967,688.060,-10.50012207,8,4,5,1763414546
100.0000305,-198.3800049,698.380,-10.50012207,8,4,5,1763414548
100,-208.8200073,708.820,-10.50012207,8,4,5,1763414551
99.99996948,-219.1399384,719.140,-10.5,8,4,5,1763414553
99.99996948,-229.4599457,729.460,-10.50012207,8,4,5,1763414555
100,-239.7399902,739.740,-10.50012207,8,4,5,1763414557
100,-250.1799622,750.180,-10.50006104,8,4,5,1763414559
99.99996948,-260.499939,760.500,-10.50012207,8,4,5,1763414561
99.99996948,-270.7798767,770.780,-10.50006104,9,4,5,1763414563
100,-281.2598877,781.260,-10.50006104,7,4,5,1763414565
99.99996948,-291.6999207,791.700,-10.50006104,7,4,5,1763414567
100.0000305,-302.0599365,802.060,-10.50012207,10,4,5,1763414569
100.000061,-312.4998779,812.500,-10.50018311,11,4,5,1763414571
99.99996948,-322.8199158,822.820,-10.50018311,11,4,5,1763414573
99.99993896,-333.2599487,833.260,-10.50006104,11,4,5,1763414575
99.99993896,-343.5799255,843.580,-10.50006104,11,4,5,1763414578
100.0000305,-354.019928,854.020,-10.5,11,4,5,1763414580
100.0000305,-364.4198914,864.420,-10.50006104,11,4,5,1763414582
100,-374.7799683,874.780,-10.50012207,11,4,5,1763414584
100,-385.059906,885.060,-10.50006104,11,4,5,1763414586
99.99996948,-395.4198914,895.420,-10.5,11,4,5,1763414588
99.99996948,-405.7799988,905.780,-10.50012207,12,4,5,1763414590
99.99996948,-416.1799622,916.180,-10.50006104,11,4,5,1763414592
100,-426.539978,926.540,-10.50018311,11,4,5,1763414594
100.0000305,-436.8999023,936.900,-10.50006104,11,4,5,1763414596
100,-447.1799316,947.180,-10.50006104,12,4,5,1763414598
99.99996948,-457.4999695,957.500,-10.50006104,12,4,5,1763414600
100,-467.9398804,967.940,-10.50006104,11,4,5,1763414602
100.0000305,-478.3398743,978.340,-10.50012207,11,4,5,1763414604
100.0000305,-488.7398987,988.740,-10.50012207,11,4,5,1763414607
99.99993896,-498.7808228,998.781,-10.50006104,11,4,5,1763414609
