id,group_tag,print_tag,image_tag1,image_tag2,vision_capture,humidity,temperature,print_speed,layer_width,layer_height,nozzle_height
137,User_20250521-124212_SSE,20250521-124212_p1,None,None,c_20250521-124212.jpg,29.6,20.3,100.0,0.0,0.0,18.0
138,User_20250521-124212_SSE,20250521-124222_p2,None,None,c_20250521-124222.jpg,29.4,20.3,100.0,0.0,0.0,18.0
139,User_20250521-124212_SSE,20250521-124233_p3,None,None,c_20250521-124233.jpg,29.5,20.3,100.0,0.0,0.0,19.0
140,User_20250521-124212_SSE,20250521-124243_p4,None,None,c_20250521-124243.jpg,29.4,20.3,100.0,0.0,0.0,20.0
141,User_20250521-124212_SSE,20250521-124253_p5,None,None,c_20250521-124253.jpg,29.6,20.3,100.0,0.0,0.0,19.0
142,User_20250521-124212_SSE,20250521-124304_p6,None,None,c_20250521-124304.jpg,29.4,20.3,100.0,0.0,0.0,18.0
143,User_20250521-124212_SSE,20250521-124317_p7,None,None,c_20250521-124317.jpg,29.6,20.3,100.0,0.0,0.0,19.0
144,User_20250521-124212_SSE,20250521-124327_p8,None,None,c_20250521-124327.jpg,29.5,20.2,100.0,9.855072463768115,10.72463768115942,18.0
145,User_20250521-124212_SSE,20250521-124338_p9,None,None,c_20250521-124338.jpg,29.4,20.2,100.0,5.797101449275362,5.0724637681159415,18.0
146,User_20250521-124212_SSE,20250521-124348_p10,None,None,c_20250521-124348.jpg,29.4,20.3,100.0,12.17391304347826,9.130434782608695,18.0
147,User_20250521-124212_SSE,20250521-124359_p11,None,None,c_20250521-124359.jpg,29.6,20.2,100.0,30.942028985507246,34.78260869565217,17.0
148,User_20250521-124212_SSE,20250521-124410_p12,None,None,c_20250521-124410.jpg,29.6,20.2,100.0,23.18840579710145,21.52173913043478,17.0
149,User_20250521-124212_SSE,20250521-124421_p13,None,None,c_20250521-124421.jpg,29.6,20.2,100.0,0.0,0.0,18.0
150,User_20250521-124212_SSE,20250521-124431_p14,None,None,c_20250521-124431.jpg,29.5,20.2,100.0,4.202898550724638,15.217391304347826,18.0
151,User_20250521-124212_SSE,20250521-124442_p15,None,None,c_20250521-124442.jpg,29.5,20.2,100.0,14.855072463768115,15.579710144927535,18.0
152,User_20250521-124212_SSE,20250521-124453_p16,None,None,c_20250521-124453.jpg,29.5,20.2,100.0,0.0,0.0,18.0
153,User_20250521-124212_SSE,20250521-124503_p17,None,None,c_20250521-124503.jpg,29.6,20.2,100.0,2.1739130434782608,2.826086956521739,18.0
154,User_20250521-124212_SSE,20250521-124514_p18,None,None,c_20250521-124514.jpg,29.5,20.2,100.0,0.0,0.0,19.0
155,User_20250521-124212_SSE,20250521-124524_p19,None,None,c_20250521-124524.jpg,29.7,20.2,100.0,15.579710144927535,15.797101449275361,19.0
156,User_20250521-124212_SSE,20250521-124535_p20,None,None,c_20250521-124535.jpg,29.6,20.2,100.0,2.463768115942029,2.391304347826087,19.0
157,User_20250521-124212_SSE,20250521-124549_p21,None,None,c_20250521-124549.jpg,29.8,20.2,100.0,0.0,0.0,19.0
158,User_20250521-124212_SSE,20250521-124559_p22,None,None,c_20250521-124559.jpg,29.6,20.2,100.0,0.0,0.0,20.0
159,User_20250521-124212_SSE,20250521-124610_p23,None,None,c_20250521-124610.jpg,29.8,20.2,100.0,0.0,0.0,20.0
160,User_20250521-124212_SSE,20250521-124623_p24,None,None,c_20250521-124623.jpg,29.8,20.2,100.0,0.0,0.0,20.0
161,User_20250521-124212_SSE,20250521-124633_p25,None,None,c_20250521-124633.jpg,29.9,20.1,100.0,0.0,0.0,20.0
162,User_20250521-124212_SSE,20250521-124643_p26,None,None,c_20250521-124643.jpg,29.8,20.2,100.0,11.44927536231884,5.652173913043478,21.0
163,User_20250521-124212_SSE,20250521-124658_p27,None,None,c_20250521-124658.jpg,29.8,20.1,100.0,27.246376811594203,25.942028985507246,22.0
164,User_20250521-124212_SSE,20250521-124708_p28,None,None,c_20250521-124708.jpg,29.9,20.1,100.0,44.492753623188406,27.246376811594203,22.0
165,User_20250521-124212_SSE,20250521-124719_p29,None,None,c_20250521-124719.jpg,29.8,20.1,100.0,29.71014492753623,22.60869565217391,22.0
166,User_20250521-124212_SSE,20250521-124731_p30,None,None,c_20250521-124731.jpg,29.7,20.1,100.0,10.652173913043478,16.014492753623188,23.0
167,User_20250521-124212_SSE,20250521-124743_p31,None,None,c_20250521-124743.jpg,29.8,20.1,100.0,46.3768115942029,12.391304347826086,23.0
168,User_20250521-124212_SSE,20250521-124753_p32,None,None,c_20250521-124753.jpg,29.8,20.1,100.0,46.3768115942029,28.550724637681157,23.0
