id,group_tag,print_tag,image_tag1,image_tag2,humidity,temperature,print_speed,layer_height,pressure,width,image_tag3,comments
122,Dylan_20250730-114428_SSE,20250730-120239_p98,c1_20250730-120239.jpg,None,0.0,37.9,22.6,50.0,15.0,Change speed to 75,None,None
123,Dylan_20250730-114428_SSE,20250730-120253_p99,c1_20250730-120253.jpg,None,0.0,37.9,22.6,50.0,15.0,Change speed to 75,None,None
124,Dylan_20250730-114428_SSE,20250730-120303_p100,c1_20250730-120303.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
125,Dylan_20250730-114428_SSE,20250730-120314_p101,c1_20250730-120314.jpg,None,0.0,37.9,22.6,50.0,15.0,Change speed to 75,None,None
126,Dylan_20250730-114428_SSE,20250730-120327_p102,c1_20250730-120327.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
127,Dylan_20250730-114428_SSE,20250730-120337_p103,c1_20250730-120337.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
128,Dylan_20250730-114428_SSE,20250730-120347_p104,c1_20250730-120347.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
129,Dylan_20250730-114428_SSE,20250730-120401_p105,c1_20250730-120401.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
130,Dylan_20250730-114428_SSE,20250730-120411_p106,c1_20250730-120411.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
131,Dylan_20250730-114428_SSE,20250730-120421_p107,c1_20250730-120421.jpg,None,0.0,37.7,22.6,50.0,15.0,Change speed to 75,None,None
132,Dylan_20250730-114428_SSE,20250730-120435_p108,c1_20250730-120435.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
133,Dylan_20250730-114428_SSE,20250730-120445_p109,c1_20250730-120445.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
134,Dylan_20250730-114428_SSE,20250730-120455_p110,c1_20250730-120455.jpg,None,0.0,37.9,22.6,50.0,15.0,Change speed to 75,None,None
135,Dylan_20250730-114428_SSE,20250730-120509_p111,c1_20250730-120509.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
136,Dylan_20250730-114428_SSE,20250730-120519_p112,c1_20250730-120519.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
137,Dylan_20250730-114428_SSE,20250730-120529_p113,c1_20250730-120529.jpg,None,0.0,37.7,22.6,50.0,15.0,Change speed to 75,None,None
138,Dylan_20250730-114428_SSE,20250730-120543_p114,c1_20250730-120543.jpg,None,0.0,37.7,22.6,50.0,15.0,Change speed to 75,None,None
139,Dylan_20250730-114428_SSE,20250730-120553_p115,c1_20250730-120553.jpg,None,0.0,37.7,22.6,50.0,15.0,Change speed to 75,None,None
140,Dylan_20250730-114428_SSE,20250730-120604_p116,c1_20250730-120604.jpg,None,0.0,37.7,22.6,50.0,15.0,Change speed to 75,None,None
141,Dylan_20250730-114428_SSE,20250730-120617_p117,c1_20250730-120617.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
142,Dylan_20250730-114428_SSE,20250730-120628_p118,c1_20250730-120628.jpg,None,0.0,37.8,22.6,50.0,15.0,Change speed to 75,None,None
143,Dylan_20250730-114428_SSE,20250730-120638_p119,c1_20250730-120638.jpg,None,0.0,37.7,22.6,50.0,15.0,Change speed to 75,None,None
144,Dylan_20250730-114428_SSE,20250730-120651_p120,c1_20250730-120651.jpg,None,0.0,37.6,22.6,50.0,15.0,Change speed to 75,None,None
145,Dylan_20250730-114428_SSE,20250730-120702_p121,c1_20250730-120702.jpg,None,0.0,37.6,22.6,50.0,15.0,Change speed to 75,None,None
146,Dylan_20250730-114428_SSE,20250730-120712_p122,c1_20250730-120712.jpg,None,0.0,37.6,22.6,50.0,15.0,Change speed to 75,None,None
147,Dylan_20250730-114428_SSE,20250730-120726_p123,c1_20250730-120726.jpg,None,0.0,37.5,22.6,50.0,15.0,Change speed to 75,None,None
148,Dylan_20250730-114428_SSE,20250730-120736_p124,c1_20250730-120736.jpg,None,0.0,37.5,22.6,50.0,15.0,Change speed to 75,None,None
149,Dylan_20250730-114428_SSE,20250730-120746_p125,c1_20250730-120746.jpg,None,0.0,37.5,22.6,50.0,15.0,Change speed to 75,None,None
150,Dylan_20250730-114428_SSE,20250730-120759_p126,c1_20250730-120759.jpg,None,0.0,37.6,22.7,50.0,15.0,Change speed to 75,None,None
151,Dylan_20250730-114428_SSE,20250730-120810_p127,c1_20250730-120810.jpg,None,0.0,37.5,22.7,50.0,15.0,Change speed to 75,None,None
152,Dylan_20250730-114428_SSE,20250730-120820_p128,c1_20250730-120820.jpg,None,0.0,37.5,22.7,50.0,15.0,Change speed to 75,None,None
153,Dylan_20250730-114428_SSE,20250730-120834_p129,c1_20250730-120834.jpg,None,0.0,37.5,22.6,50.0,15.0,Change speed to 75,None,None
154,Dylan_20250730-114428_SSE,20250730-120844_p130,c1_20250730-120844.jpg,None,0.0,37.6,22.7,50.0,15.0,Change speed to 75,None,None
155,Dylan_20250730-114428_SSE,20250730-120854_p131,c1_20250730-120854.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
156,Dylan_20250730-114428_SSE,20250730-120908_p132,c1_20250730-120908.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
157,Dylan_20250730-114428_SSE,20250730-120918_p133,c1_20250730-120918.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
158,Dylan_20250730-114428_SSE,20250730-120928_p134,c1_20250730-120928.jpg,None,0.0,37.4,22.6,50.0,15.0,Change speed to 75,None,None
159,Dylan_20250730-114428_SSE,20250730-120942_p135,c1_20250730-120942.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
160,Dylan_20250730-114428_SSE,20250730-120952_p136,c1_20250730-120952.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
161,Dylan_20250730-114428_SSE,20250730-121002_p137,c1_20250730-121002.jpg,None,0.0,37.3,22.7,50.0,15.0,Change speed to 75,None,None
162,Dylan_20250730-114428_SSE,20250730-121016_p138,c1_20250730-121016.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
163,Dylan_20250730-114428_SSE,20250730-121026_p139,c1_20250730-121026.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
164,Dylan_20250730-114428_SSE,20250730-121036_p140,c1_20250730-121036.jpg,None,0.0,37.3,22.7,50.0,15.0,Change speed to 75,None,None
165,Dylan_20250730-114428_SSE,20250730-121050_p141,c1_20250730-121050.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
166,Dylan_20250730-114428_SSE,20250730-121100_p142,c1_20250730-121100.jpg,None,0.0,37.3,22.7,50.0,15.0,Change speed to 75,None,None
167,Dylan_20250730-114428_SSE,20250730-121111_p143,c1_20250730-121111.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
168,Dylan_20250730-114428_SSE,20250730-121124_p144,c1_20250730-121124.jpg,None,0.0,37.3,22.7,50.0,15.0,Change speed to 75,None,None
169,Dylan_20250730-114428_SSE,20250730-121134_p145,c1_20250730-121134.jpg,None,0.0,37.3,22.7,50.0,15.0,Change speed to 75,None,None
170,Dylan_20250730-114428_SSE,20250730-121145_p146,c1_20250730-121145.jpg,None,0.0,37.3,22.7,50.0,15.0,Change speed to 75,None,None
171,Dylan_20250730-114428_SSE,20250730-121158_p147,c1_20250730-121158.jpg,None,0.0,37.3,22.7,50.0,15.0,Change speed to 75,None,None
172,Dylan_20250730-114428_SSE,20250730-121209_p148,c1_20250730-121209.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
173,Dylan_20250730-114428_SSE,20250730-121219_p149,c1_20250730-121219.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
174,Dylan_20250730-114428_SSE,20250730-121232_p150,c1_20250730-121232.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
175,Dylan_20250730-114428_SSE,20250730-121242_p151,c1_20250730-121242.jpg,None,0.0,37.4,22.7,50.0,15.0,Change speed to 75,None,None
176,Dylan_20250730-114428_SSE,20250730-121253_p152,c1_20250730-121253.jpg,None,0.0,37.3,22.7,50.0,15.0,Change speed to 75,None,None
177,Dylan_20250730-114428_SSE,20250730-121306_p153,c1_20250730-121306.jpg,None,0.0,37.3,22.7,50.0,15.0,Change speed to 75,None,None
178,Dylan_20250730-114428_SSE,20250730-121316_p154,c1_20250730-121316.jpg,None,0.0,37.2,22.7,50.0,15.0,Change speed to 75,None,None
