id,group_tag,print_tag,image_tag1,image_tag2,vision_capture,humidity,temperature,print_speed,layer_width,layer_height,nozzle_height
80,User_20250521-122950_SSE,20250521-122950_p1,None,None,c_20250521-122950.jpg,29.8,20.2,100.0,46.3768115942029,32.17391304347826,18.0
81,User_20250521-122950_SSE,20250521-123001_p2,None,None,c_20250521-123001.jpg,29.7,20.2,100.0,46.3768115942029,31.594202898550723,18.0
82,User_20250521-122950_SSE,20250521-123012_p3,None,None,c_20250521-123012.jpg,29.7,20.2,100.0,46.3768115942029,32.2463768115942,18.0
83,User_20250521-122950_SSE,20250521-123023_p4,None,None,c_20250521-123023.jpg,29.7,20.2,100.0,46.3768115942029,32.028985507246375,18.0
84,User_20250521-122950_SSE,20250521-123033_p5,None,None,c_20250521-123033.jpg,29.7,20.2,100.0,46.3768115942029,32.17391304347826,19.0
85,User_20250521-122950_SSE,20250521-123046_p6,None,None,c_20250521-123046.jpg,29.5,20.2,100.0,46.3768115942029,31.15942028985507,19.0
86,User_20250521-122950_SSE,20250521-123056_p7,None,None,c_20250521-123056.jpg,29.7,20.2,100.0,46.3768115942029,32.17391304347826,18.0
87,User_20250521-122950_SSE,20250521-123107_p8,None,None,c_20250521-123107.jpg,29.6,20.2,100.0,46.3768115942029,31.304347826086953,19.0
88,User_20250521-122950_SSE,20250521-123120_p9,None,None,c_20250521-123120.jpg,29.7,20.2,100.0,46.3768115942029,31.594202898550723,19.0
89,User_20250521-122950_SSE,20250521-123131_p10,None,None,c_20250521-123131.jpg,29.6,20.3,100.0,46.3768115942029,30.0,19.0
90,User_20250521-122950_SSE,20250521-123141_p11,None,None,c_20250521-123141.jpg,29.7,20.2,100.0,46.3768115942029,29.057971014492754,19.0
91,User_20250521-122950_SSE,20250521-123154_p12,None,None,c_20250521-123154.jpg,29.6,20.2,100.0,46.3768115942029,28.550724637681157,19.0
92,User_20250521-122950_SSE,20250521-123205_p13,None,None,c_20250521-123205.jpg,29.5,20.2,100.0,46.3768115942029,28.840579710144926,19.0
93,User_20250521-122950_SSE,20250521-123215_p14,None,None,c_20250521-123215.jpg,29.5,20.2,100.0,46.3768115942029,28.043478260869563,20.0
94,User_20250521-122950_SSE,20250521-123228_p15,None,None,c_20250521-123228.jpg,29.6,20.3,100.0,46.3768115942029,27.89855072463768,20.0
